"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7079","E2E","chromium","2026-07-10","passed","2026-07-10","","pom.spec.ts","",""
